Time, fixType, gnssFixOk, headVehValid, invalid_llh, Lat, Lon, SIV, groundSpeed, headingMotion, headingVehicle, distanceBetween, targetHeading, currentHeading, headingError, gpsError, averageGPSError
3/29/2025 22:22:58, 3, 1, 0, 0, 334925141, -820055898, 30, 558, 16641256, 0, 3.54, 152.37, 154.92, -0.01, -11.50, -39.35
3/29/2025 22:22:59, 3, 1, 0, 0, 334925096, -820055877, 31, 532, 15656586, 0, 3.01, 151.24, 153.54, -0.01, -3.02, -39.35
3/29/2025 22:23:0, 3, 1, 0, 0, 334925049, -820055856, 31, 557, 15716320, 0, 2.46, 149.35, 153.04, -0.02, -4.12, -39.35
3/29/2025 22:23:1, 3, 1, 0, 0, 334925002, -820055835, 31, 550, 15810934, 0, 1.91, 146.38, 151.10, -0.03, -7.00, -39.35
3/29/2025 22:23:2, 3, 1, 0, 0, 334924954, -820055814, 31, 541, 15743320, 0, 9.41, 116.38, 152.02, -0.20, -5.41, -44.77
3/29/2025 22:23:2, 3, 1, 0, 0, 334924954, -820055814, 31, 541, 15743320, 0, 9.41, 116.38, 119.77, -0.02, -37.66, -44.77
3/29/2025 22:23:6, 3, 1, 0, 0, 334924845, -820055730, 31, 389, 12094698, 0, 8.21, 111.21, 112.33, -0.01, -8.61, -44.77
3/29/2025 22:23:7, 3, 1, 0, 0, 334924826, -820055684, 31, 497, 11463130, 0, 7.73, 110.89, 111.52, -0.00, -3.11, -44.77
3/29/2025 22:23:8, 3, 1, 0, 0, 334924807, -820055632, 31, 535, 11519758, 0, 7.21, 110.69, 111.46, -0.00, -3.74, -44.77
3/29/2025 22:23:9, 3, 1, 0, 0, 334924787, -820055579, 31, 552, 11572314, 0, 6.67, 110.40, 111.46, -0.01, -4.26, -44.77
3/29/2025 22:23:10, 3, 1, 0, 0, 334924765, -820055525, 31, 557, 11716756, 0, 6.12, 109.88, 111.46, -0.01, -5.71, -44.77
3/29/2025 22:23:11, 3, 1, 0, 0, 334924742, -820055471, 31, 568, 11806956, 0, 5.56, 109.16, 111.46, -0.01, -6.61, -44.77
3/29/2025 22:23:12, 3, 1, 0, 0, 334924717, -820055418, 31, 569, 11867768, 0, 5.00, 108.00, 111.46, -0.02, -7.22, -44.77
3/29/2025 22:23:13, 3, 1, 0, 0, 334924692, -820055366, 31, 573, 11929906, 0, 4.46, 106.52, 120.48, -0.08, 1.18, -53.79
3/29/2025 22:23:14, 3, 1, 0, 0, 334924666, -820055320, 31, 499, 12332502, 0, 3.97, 104.27, 110.10, -0.03, -13.22, -53.79
3/29/2025 22:23:15, 3, 1, 0, 0, 334924646, -820055282, 28, 442, 11233842, 0, 3.58, 102.20, 102.42, -0.00, -9.92, -53.79
3/29/2025 22:23:16, 3, 1, 0, 0, 334924632, -820055243, 31, 492, 10143648, 0, 3.19, 100.84, 100.85, -0.00, -0.58, -53.79
3/29/2025 22:23:17, 3, 1, 0, 0, 334924620, -820055204, 31, 530, 10177384, 0, 2.81, 99.56, 99.98, -0.00, -1.79, -53.79
3/29/2025 22:23:18, 3, 1, 0, 0, 334924605, -820055165, 30, 548, 10281654, 0, 2.43, 97.10, 99.85, -0.02, -2.96, -53.79
3/29/2025 22:23:19, 3, 1, 0, 0, 334924589, -820055129, 31, 543, 10310292, 0, 2.08, 93.37, 99.85, -0.04, -3.25, -53.79
3/29/2025 22:23:20, 3, 1, 0, 0, 334924572, -820055098, 31, 536, 10508086, 0, 1.79, 87.87, 93.98, -0.03, -11.10, -53.79
3/29/2025 22:23:21, 3, 1, 0, 0, 334924560, -820055069, 30, 482, 10001690, 0, 9.26, 75.18, 92.93, -0.10, -7.08, -59.00
3/29/2025 22:23:22, 3, 1, 0, 0, 334924554, -820055051, 31, 343, 9247078, 0, 9.12, 74.50, 78.56, -0.02, -13.91, -59.00
3/29/2025 22:23:24, 3, 1, 0, 0, 334924548, -820055042, 31, 427, 7278039, 0, 9.05, 73.95, 72.81, 0.01, 0.03, -59.00
3/29/2025 22:23:25, 3, 1, 0, 0, 334924554, -820055029, 31, 498, 7079713, 0, 8.92, 74.15, 72.18, 0.01, 1.39, -59.00
3/29/2025 22:23:26, 3, 1, 0, 0, 334924563, -820055008, 31, 529, 7225811, 0, 8.70, 74.43, 72.18, 0.01, -0.07, -59.00
3/29/2025 22:23:27, 3, 1, 0, 0, 334924574, -820055013, 31, 537, 7269107, 0, 8.72, 75.29, 72.18, 0.02, -0.51, -59.00
3/29/2025 22:23:28, 3, 1, 0, 0, 334924585, -820055002, 31, 542, 7414519, 0, 8.59, 75.91, 72.18, 0.02, -1.96, -59.00
3/29/2025 22:23:29, 3, 1, 0, 0, 334924596, -820054983, 31, 513, 7563821, 0, 8.39, 76.43, 74.12, 0.01, -1.52, -59.00
3/29/2025 22:23:30, 3, 1, 0, 0, 334924606, -820054957, 31, 527, 7695990, 0, 8.13, 76.79, 74.43, 0.01, -2.53, -59.00
3/29/2025 22:23:31, 3, 1, 0, 0, 334924617, -820054925, 31, 537, 7815783, 0, 7.81, 77.16, 74.56, 0.01, -3.60, -59.00
3/29/2025 22:23:32, 3, 1, 0, 0, 334924629, -820054890, 31, 549, 7924866, 0, 7.46, 77.61, 77.53, 0.00, -1.72, -61.97
3/29/2025 22:23:33, 3, 1, 0, 0, 334924640, -820054851, 31, 551, 8000129, 0, 7.09, 77.95, 77.53, 0.00, -2.47, -61.97
3/29/2025 22:23:34, 3, 1, 0, 0, 334924651, -820054809, 31, 555, 8006157, 0, 6.68, 78.28, 77.53, 0.00, -2.53, -61.97
3/29/2025 22:23:35, 3, 1, 0, 0, 334924663, -820054761, 31, 563, 8066693, 0, 6.22, 78.65, 77.53, 0.01, -3.14, -61.97
3/29/2025 22:23:36, 3, 1, 0, 0, 334924672, -820054712, 31, 564, 8088560, 0, 5.75, 78.73, 77.53, 0.01, -3.36, -61.97
3/29/2025 22:23:37, 3, 1, 0, 0, 334924686, -820054642, 31, 577, 8100900, 0, 5.08, 79.03, 77.53, 0.01, -3.48, -61.97
3/29/2025 22:23:38, 3, 1, 0, 0, 334924699, -820054573, 31, 577, 8169568, 0, 4.43, 79.29, 77.53, 0.01, -4.17, -61.97
3/29/2025 22:23:39, 3, 1, 0, 0, 334924710, -820054502, 31, 581, 8254592, 0, 3.76, 79.25, 77.53, 0.01, -5.02, -61.97
